campo,business_term,spiegazione,obbligatorio,numerosità,condizionalità,calcolo,offset,lunghezza,xmlpath,level,segment_group,msg_pos,segment,segment_name,segment_status,segment_max_rep,component_pos,component_type,component,component_name,component_m_c,component_format,element_repr,element_name,code_list
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG8/DTM/C507,HEADER,SG8,0330,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
PCD.C501,PCD::C501 PERCENTAGE DETAILS,Composite used in segment PCD (Percentage details).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG8/PCD/C501,HEADER,SG8,0340,PCD,Percentage details,C,1,010,COMPOSITE,C501,PERCENTAGE DETAILS,M,,,,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG8/MOA/C516,HEADER,SG8,0350,MOA,Monetary amount,C,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
PAI.C534,PAI::C534 PAYMENT INSTRUCTION DETAILS,Composite used in segment PAI (Payment instructions).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG8/PAI/C534,HEADER,SG8,0360,PAI,Payment instructions,C,1,010,COMPOSITE,C534,PAYMENT INSTRUCTION DETAILS,M,,,,
FII.3035,Party qualifier,PARTY QUALIFIER (in segment FII Financial institution information).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG8/FII/3035,HEADER,SG8,0370,FII,Financial institution information,C,1,010,ELEMENT,3035,PARTY QUALIFIER,M,an..3,an..3,Party qualifier,"AA=Party to be billed (AAR Accounting rule 11) | AB=Buyer's agent/representative | AE=Declarant's agent/representative | AF=Transit principal | AG=Agent/representative | AH=Transit principal's agent/representative | AI=Successful job applicant | AK=Acknowledgement recipient | AL=Principal | AM=Authorized official | AN=Approved importer | AO=Account of | AP=Accepting party | AQ=Approved consignor | AR=Authorized exporter | AT=Authorized importer | AU=Authorized trader (transit) | AV=Authorizing official | AW=Applicant's bank | AX=Authenticating party | AZ=Issuing bank | B1=Contact bank 1 | B2=Contact bank 2 | BA=Booking agent | BB=Buyer's bank | BC=Negotiating bank | BD=Documentary credit reimbursing bank | BE=Beneficiary | BF=Beneficiary's bank | BG=Employer | BH=Previous employer | BI=Buyer's financial institution | BK=Financial institution | BL=Bill of lading recipient | BM=Insured | BN=Insurance beneficiary | BO=Broker or sales office | BP=Building site purchaser | BQ=Cheque drawn bank | BS=Bill and ship to | BT=Party to be billed for other than freight (bill to) | BU=Service bureau | BV=Member | BW=Borrower | BX=Building site engineer | BY=Buyer | BZ=Building site forwarder | C1=In care of party no. 1 | C2=In care of party no. 2 | CA=Carrier | CB=Customs broker | CC=Claimant | CD=Agent's bank | CE=Ceding company | CF=Container operator/lessee | CG=Carrier's agent | CH=Connecting carrier | CI=Commission processor | CJ=Previous member | CK=Empty equipment despatch party | CL=Container location party | CM=Customs | CN=Consignee | CO=Corporate office | COP=Convoying party | CP=Party to receive certificate of compliance | CPD=Charges payer at destination | CQ=Cheque order | CR=Empty equipment return party | CS=Consolidator | CT=Consignee to be specified | CU=Container return company | CV=Consignee of vessel | CW=Equipment owner | CX=Consignee's agent | CY=Commissionable agent | CZ=Consignor | DA=Available with bank (documentary credits) | DB=Distributor branch | DC=Deconsolidator | DCP=Despatch charge payer | DD=Documentary credit account party's bank | DE=Depositor | DF=Documentary credit applicant | DG=Documentary credit beneficiary | DH=Documentary credit account party | DI=Documentary credit second beneficiary | DJ=Party according to documentary credit transaction | DK=Documentary credit beneficiary's bank | DL=Factor | DM=Party to whom documents are to be presented | DN=Owner of operation | DO=Document recipient | DP=Delivery party | DQ=Owner's agent | DR=Driver | DS=Distributor | DT=Declarant | DU=Owner's representative | DV=Project management office | DW=Drawee | DX=Engineer (construction) | DY=Engineer, resident (construction) | DZ=Architect | EA=Architect-designer | EB=Building inspectorate | EC=Exchanger | ED=Engineer, consultant | EE=Location of goods for customs examination before clearance | EF=Project coordination office | EG=Surveyor, topographical | EH=Engineer, measurement | EI=Controller, quality | EJ=Surveyor, quantity | EK=Surveyor (professional), quantity | EL=Project | EM=Party to receive electronic memo of invoice | EN=Tenderer | EO=Owner of equipment | EP=Equipment drop-off party | EQ=Empty container responsible party | ER=Empty container return agent | ES=Contractor, lead | ET=Co-contractor | EU=Contractor, general | EV=Subcontractor | EW=Subcontractor with direct payment | EX=Exporter | EY=Subcontractor, nominated | EZ=Operator, essential services | FA=Operator, communication channel | FB=Nominated freight company | FC=Contractor, main | FD=Buyer's parent company | FE=Credit rating agency | FF=Factor, correspondent | FG=Buyer as officially registered | FH=Seller as officially registered | FJ=Trade Union | FK=Previous Trade Union | FL=Passenger | FM=Crew member | FN=Tariff issuer | FO=Party performing inspection | FP=Freight/charges payer | FR=Message from | FT=Party responsible for financial settlement | FW=Freight forwarder | FX=Current receiver | FY=Current sender | FZ=Grouping centre | GA=Road carrier | GB=Chamber of commerce | GC=Goods custodian | GD=Producer | GE=Registration tribunal | GF=Slot charter party | GG=Warehouse | GH=Applicant for job | GI=Spouse | GJ=Mother | GK=Father | GL=Socially insured person | GM=Inventory controller | GN=Processor | GO=Goods owner | GP=Packer | GQ=Slaughterer | GR=Goods releaser | GS=Consignor's representative | GT=Rail carrier | I1=Intermediary bank 1 | I2=Intermediary bank 2 | IB=Intermediary/broker | IC=Intermediate consignee | II=Issuer of invoice | IM=Importer | IN=Insurer | IO=Insurance company | IP=Insurance claim adjuster | IS=Party to receive certified inspection report | IT=Installation on site | IV=Invoicee | LA=Party designated to provide living animal care | LN=Lender | LP=Loading party | MA=Party for whom item is ultimately intended | MF=Manufacturer of goods | MG=Party designated to execute re-icing | MI=Planning schedule/material release issuer | MP=Manufacturing plant | MR=Message recipient | MS=Document/message issuer/sender | MT=Party designated to execute sanitary procedures | N1=Notify party no. 1 | N2=Notify party no. 2 | NI=Notify party | OA=Break bulk berth operator | OB=Ordered by | OF=On behalf of | OI=Outside inspection agency | OO=Order of shipper | OP=Operator of property or unit | OR=Ordered bank | OS=Original shipper | OT=Outside test agency | OV=Owner of means of transport | OY=Ordering customer | P1=Contact party 1 | P2=Contact party 2 | P3=Contact party 3 | P4=Contact party 4 | PA=Party to receive inspection report | PB=Paying financial institution | PC=Actual purchaser's customer | PD=Purchaser's department buyer | PE=Payee | PF=Party to receive freight bill | PG=Prime contractor | PH=Payer's financial institution | PI=Payee's company name/ID | PJ=Party to receive correspondence | PK=Contact party | PL=Payor | PM=Party to receive paper memo of invoice | PN=Party to receive shipping notice | PO=Ordering party | PQ=Certifying party | PR=Payer | PS=Payer's company name/ID (Check, Draft or Wire) | PT=Party to receive test report | PW=Despatch party | PX=Party to receive all documents | PY=Checking party | PZ=Party to print some document | RA=Central bank or regulatory authority | RB=Receiving financial institution | RE=Party to receive commercial invoice remittance | RF=Received from | RH=Seller's financial institution | RI=Reinsurance intermediary/broker | RL=Reporting carrier (Customs) | RM=Reporting carrier's nominated agent/representative (Customs) | RP=Routing party | RS=Party to receive statement of account | RV=Receiver of cheque | RW=Issuer of waybill | SB=Sales responsibility | SE=Seller | SF=Ship from | SG=Store group | SI=Shipping schedule issuer | SK=Plant | SN=Store keeper | SO=Sold to if different than bill to | SR=Seller's agent/representative | SS=Social securities collector's office | ST=Ship to | SU=Supplier | SX=Surety for additions | SY=Surety | SZ=Surety for antidumping/countervailing duty | TC=Tax collector's office | TCP=Transit charge payer | TD=Party to receive technical documentation | TR=Terminal operator | TS=Party to receive certified test results | TT=Transfer to | UC=Ultimate consignee | UD=Ultimate customer | UHP=Unexpected handling party | UP=Unloading party | VN=Vendor | WD=Warehouse depositor | WH=Warehouse keeper | WM=Works manager | WPA=Weighting party | WS=Wholesaler | XX=No heading | ZZZ=Mutually defined"
FII.C078,FII::C078 ACCOUNT IDENTIFICATION,Composite used in segment FII (Financial institution information).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG8/FII/C078,HEADER,SG8,0370,FII,Financial institution information,C,1,020,COMPOSITE,C078,ACCOUNT IDENTIFICATION,C,,,,
FII.C088,FII::C088 INSTITUTION IDENTIFICATION,Composite used in segment FII (Financial institution information).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG8/FII/C088,HEADER,SG8,0370,FII,Financial institution information,C,1,030,COMPOSITE,C088,INSTITUTION IDENTIFICATION,C,,,,
FII.3207,"Country, coded","COUNTRY, CODED (in segment FII Financial institution information).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG8/FII/3207,HEADER,SG8,0370,FII,Financial institution information,C,1,040,ELEMENT,3207,"COUNTRY, CODED",C,an..3,an..3,"Country, coded",
TDT.8051,Transport stage qualifier,TRANSPORT STAGE QUALIFIER (in segment TDT Details of transport).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG9/TDT/8051,HEADER,SG9,0390,TDT,Details of transport,M,1,010,ELEMENT,8051,TRANSPORT STAGE QUALIFIER,M,an..3,an..3,Transport stage qualifier,AA=Ground equipment | AB=Chain | AD=Temperature recorder | AE=Body trailer | BL=Blocks | BPN=Box pallet non exchangeable | BPY=Box pallet EUR Y non exchangeable | BR=Barge | BX=Boxcar | CH=Chassis | CN=Container | DPA=Deadlight (panel) | EFP=Exchangeable EUR flat pallet | EYP=Exchangeable EUR Y box pallet | FPN=Flat pallet EUR non exchangeable | FPR=Flat pallet (railway property) non exchangeable | FSU=Forked support | LAR=Lashing rope | LU=Load/unload device on equipment | MPA=Movable panel | PA=Pallet | PBP=Identified private box pallet | PFP=Identified private flat pallet | PL=Platform | PPA=Protecting panel | PST=Portable stove | RF=Flat car | RG=Reefer generator | RGF=Ground facility | RO=Rope | RR=Rail car | SCA=Small container category A | SCB=Small container category B | SCC=Small container category C | SFA=Stiffening ring of frame | SPP=Identified special pallet | STR=Strap | SW=Swap body | TE=Trailer | TP=Tarpaulin | TS=Tackles | TSU=Tarpaulin support | UL=ULD (Unit load device) | BS=Buyer to seller | SB=Seller to buyer | SC=Subcontractor to seller | SD=Seller to drop ship designated location | SF=Seller to freight forwarder | SS=Seller to subcontractor | ZZZ=Mutually defined
TDT.8028,Conveyance reference number,CONVEYANCE REFERENCE NUMBER (in segment TDT Details of transport).,NO,1,,,,an..17,/EDIFACT/INVOIC/HEADER/SG9/TDT/8028,HEADER,SG9,0390,TDT,Details of transport,M,1,020,ELEMENT,8028,CONVEYANCE REFERENCE NUMBER,C,an..17,an..17,Conveyance reference number,
TDT.C220,TDT::C220 MODE OF TRANSPORT,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG9/TDT/C220,HEADER,SG9,0390,TDT,Details of transport,M,1,030,COMPOSITE,C220,MODE OF TRANSPORT,C,,,,
TDT.C228,TDT::C228 TRANSPORT MEANS,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG9/TDT/C228,HEADER,SG9,0390,TDT,Details of transport,M,1,040,COMPOSITE,C228,TRANSPORT MEANS,C,,,,
TDT.C040,TDT::C040 CARRIER,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG9/TDT/C040,HEADER,SG9,0390,TDT,Details of transport,M,1,050,COMPOSITE,C040,CARRIER,C,,,,
TDT.8101,"Transit direction, coded","TRANSIT DIRECTION, CODED (in segment TDT Details of transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG9/TDT/8101,HEADER,SG9,0390,TDT,Details of transport,M,1,060,ELEMENT,8101,"TRANSIT DIRECTION, CODED",C,an..3,an..3,"Transit direction, coded",
TDT.C401,TDT::C401 EXCESS TRANSPORTATION INFORMATION,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG9/TDT/C401,HEADER,SG9,0390,TDT,Details of transport,M,1,070,COMPOSITE,C401,EXCESS TRANSPORTATION INFORMATION,C,,,,
TDT.C222,TDT::C222 TRANSPORT IDENTIFICATION,Composite used in segment TDT (Details of transport).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG9/TDT/C222,HEADER,SG9,0390,TDT,Details of transport,M,1,080,COMPOSITE,C222,TRANSPORT IDENTIFICATION,C,,,,
TDT.8281,"Transport ownership, coded","TRANSPORT OWNERSHIP, CODED (in segment TDT Details of transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG9/TDT/8281,HEADER,SG9,0390,TDT,Details of transport,M,1,090,ELEMENT,8281,"TRANSPORT OWNERSHIP, CODED",C,an..3,an..3,"Transport ownership, coded",
LOC.3227,Place/location qualifier,PLACE/LOCATION QUALIFIER (in segment LOC Place/location identification).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG10/LOC/3227,HEADER,SG10,0410,LOC,Place/location identification,M,1,010,ELEMENT,3227,PLACE/LOCATION QUALIFIER,M,an..3,an..3,Place/location qualifier,ZZZ=Mutually defined | DO=Domestic | DR=Domestic with regulatory information required | EA=Economic area | IN=International | IR=International with regulatory information required
LOC.C517,LOC::C517 LOCATION IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG10/LOC/C517,HEADER,SG10,0410,LOC,Place/location identification,M,1,020,COMPOSITE,C517,LOCATION IDENTIFICATION,C,,,,
LOC.C519,LOC::C519 RELATED LOCATION ONE IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG10/LOC/C519,HEADER,SG10,0410,LOC,Place/location identification,M,1,030,COMPOSITE,C519,RELATED LOCATION ONE IDENTIFICATION,C,,,,
LOC.C553,LOC::C553 RELATED LOCATION TWO IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG10/LOC/C553,HEADER,SG10,0410,LOC,Place/location identification,M,1,040,COMPOSITE,C553,RELATED LOCATION TWO IDENTIFICATION,C,,,,
LOC.5479,"Relation, coded","RELATION, CODED (in segment LOC Place/location identification).",NO,1,,,,n..10,/EDIFACT/INVOIC/HEADER/SG10/LOC/5479,HEADER,SG10,0410,LOC,Place/location identification,M,1,050,ELEMENT,5479,"RELATION, CODED",C,an..3,n..10,"Relation, coded",
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG10/DTM/C507,HEADER,SG10,0420,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG11/RFF/C506,HEADER,SG11,0440,RFF,Reference,M,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG11/DTM/C507,HEADER,SG11,0450,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
TOD.4055,"Terms of delivery or transport function, coded","TERMS OF DELIVERY OR TRANSPORT FUNCTION, CODED (in segment TOD Terms of delivery or transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG12/TOD/4055,HEADER,SG12,0470,TOD,Terms of delivery or transport,M,1,010,ELEMENT,4055,"TERMS OF DELIVERY OR TRANSPORT FUNCTION, CODED",C,an..3,an..3,"Terms of delivery or transport function, coded",
TOD.4215,"Transport charges method of payment, coded","TRANSPORT CHARGES METHOD OF PAYMENT, CODED (in segment TOD Terms of delivery or transport).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG12/TOD/4215,HEADER,SG12,0470,TOD,Terms of delivery or transport,M,1,020,ELEMENT,4215,"TRANSPORT CHARGES METHOD OF PAYMENT, CODED",C,an..3,an..3,"Transport charges method of payment, coded",
TOD.C100,TOD::C100 TERMS OF DELIVERY OR TRANSPORT,Composite used in segment TOD (Terms of delivery or transport).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG12/TOD/C100,HEADER,SG12,0470,TOD,Terms of delivery or transport,M,1,030,COMPOSITE,C100,TERMS OF DELIVERY OR TRANSPORT,C,,,,
LOC.3227,Place/location qualifier,PLACE/LOCATION QUALIFIER (in segment LOC Place/location identification).,SI,2,,,,an..3,/EDIFACT/INVOIC/HEADER/SG12/LOC/3227,HEADER,SG12,0480,LOC,Place/location identification,C,2,010,ELEMENT,3227,PLACE/LOCATION QUALIFIER,M,an..3,an..3,Place/location qualifier,ZZZ=Mutually defined | DO=Domestic | DR=Domestic with regulatory information required | EA=Economic area | IN=International | IR=International with regulatory information required
LOC.C517,LOC::C517 LOCATION IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,2,,,,,/EDIFACT/INVOIC/HEADER/SG12/LOC/C517,HEADER,SG12,0480,LOC,Place/location identification,C,2,020,COMPOSITE,C517,LOCATION IDENTIFICATION,C,,,,
LOC.C519,LOC::C519 RELATED LOCATION ONE IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,2,,,,,/EDIFACT/INVOIC/HEADER/SG12/LOC/C519,HEADER,SG12,0480,LOC,Place/location identification,C,2,030,COMPOSITE,C519,RELATED LOCATION ONE IDENTIFICATION,C,,,,
LOC.C553,LOC::C553 RELATED LOCATION TWO IDENTIFICATION,Composite used in segment LOC (Place/location identification).,NO,2,,,,,/EDIFACT/INVOIC/HEADER/SG12/LOC/C553,HEADER,SG12,0480,LOC,Place/location identification,C,2,040,COMPOSITE,C553,RELATED LOCATION TWO IDENTIFICATION,C,,,,
LOC.5479,"Relation, coded","RELATION, CODED (in segment LOC Place/location identification).",NO,2,,,,n..10,/EDIFACT/INVOIC/HEADER/SG12/LOC/5479,HEADER,SG12,0480,LOC,Place/location identification,C,2,050,ELEMENT,5479,"RELATION, CODED",C,an..3,n..10,"Relation, coded",
PAC.7224,Number of packages,NUMBER OF PACKAGES (in segment PAC Package).,NO,1,,,,n..8,/EDIFACT/INVOIC/HEADER/SG13/PAC/7224,HEADER,SG13,0500,PAC,Package,M,1,010,ELEMENT,7224,NUMBER OF PACKAGES,C,n..8,n..8,Number of packages,
PAC.C531,PAC::C531 PACKAGING DETAILS,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG13/PAC/C531,HEADER,SG13,0500,PAC,Package,M,1,020,COMPOSITE,C531,PACKAGING DETAILS,C,,,,
PAC.C202,PAC::C202 PACKAGE TYPE,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG13/PAC/C202,HEADER,SG13,0500,PAC,Package,M,1,030,COMPOSITE,C202,PACKAGE TYPE,C,,,,
PAC.C402,PAC::C402 PACKAGE TYPE IDENTIFICATION,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG13/PAC/C402,HEADER,SG13,0500,PAC,Package,M,1,040,COMPOSITE,C402,PACKAGE TYPE IDENTIFICATION,C,,,,
PAC.C532,PAC::C532 RETURNABLE PACKAGE DETAILS,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG13/PAC/C532,HEADER,SG13,0500,PAC,Package,M,1,050,COMPOSITE,C532,RETURNABLE PACKAGE DETAILS,C,,,,
MEA.6311,Measurement application qualifier,MEASUREMENT APPLICATION QUALIFIER (in segment MEA Measurements).,SI,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG13/MEA/6311,HEADER,SG13,0510,MEA,Measurements,C,5,010,ELEMENT,6311,MEASUREMENT APPLICATION QUALIFIER,M,an..3,an..3,Measurement application qualifier,AAA=Line item measurement | AAU=Package | AAV=Person | AAX=Consignment measurement | AAY=Package measurement | AAZ=Handling unit measurement | ABA=Unit of measure used for ordered quantities | CT=Counts | DEN=Density | LGL=Length limitations | VOL=Volume | WT=Weights
MEA.C502,MEA::C502 MEASUREMENT DETAILS,Composite used in segment MEA (Measurements).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG13/MEA/C502,HEADER,SG13,0510,MEA,Measurements,C,5,020,COMPOSITE,C502,MEASUREMENT DETAILS,C,,,,
MEA.C174,MEA::C174 VALUE/RANGE,Composite used in segment MEA (Measurements).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG13/MEA/C174,HEADER,SG13,0510,MEA,Measurements,C,5,030,COMPOSITE,C174,VALUE/RANGE,C,,,,
MEA.7383,"Surface/layer indicator, coded","SURFACE/LAYER INDICATOR, CODED (in segment MEA Measurements).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG13/MEA/7383,HEADER,SG13,0510,MEA,Measurements,C,5,040,ELEMENT,7383,"SURFACE/LAYER INDICATOR, CODED",C,an..3,an..3,"Surface/layer indicator, coded",
PCI.4233,"Marking instructions, coded","MARKING INSTRUCTIONS, CODED (in segment PCI Package identification).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG14/PCI/4233,HEADER,SG14,0530,PCI,Package identification,M,1,010,ELEMENT,4233,"MARKING INSTRUCTIONS, CODED",C,an..3,an..3,"Marking instructions, coded",ZZZ=Mutually defined | A=Payable elsewhere | B=Third party to pay | C=Collect | P=Prepaid
PCI.C210,PCI::C210 MARKS & LABELS,Composite used in segment PCI (Package identification).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG14/PCI/C210,HEADER,SG14,0530,PCI,Package identification,M,1,020,COMPOSITE,C210,MARKS & LABELS,C,,,,
PCI.8275,"Container/package status, coded","CONTAINER/PACKAGE STATUS, CODED (in segment PCI Package identification).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG14/PCI/8275,HEADER,SG14,0530,PCI,Package identification,M,1,030,ELEMENT,8275,"CONTAINER/PACKAGE STATUS, CODED",C,an..3,an..3,"Container/package status, coded",
PCI.C827,PCI::C827 TYPE OF MARKING,Composite used in segment PCI (Package identification).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG14/PCI/C827,HEADER,SG14,0530,PCI,Package identification,M,1,040,COMPOSITE,C827,TYPE OF MARKING,C,,,,
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/HEADER/SG14/RFF/C506,HEADER,SG14,0540,RFF,Reference,C,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG14/DTM/C507,HEADER,SG14,0550,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
GIN.7405,Identity number qualifier,IDENTITY NUMBER QUALIFIER (in segment GIN Goods identity number).,SI,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG14/GIN/7405,HEADER,SG14,0560,GIN,Goods identity number,C,5,010,ELEMENT,7405,IDENTITY NUMBER QUALIFIER,M,an..3,an..3,Identity number qualifier,AA=House bill of lading | AB=1st structure element name | AC=2nd structure element name | AD=3rd structure element name | AE=4th structure element name | AF=5th structure element name | AG=6th structure element name | AH=7th structure element name | AI=8th structure element name | AJ=9th structure element name | AK=Data set | AL=Kanban card number | AM=Level number | AN=Manufacturing reference number | AO=Position number in package | AP=Product | AQ=Release number | AR=Statistical concept | AS=Table | AT=Transport packing group number | AU=Value list | AV=Value list subset | AW=Serial shipping container code | BE=Batch excluded | BN=Serial number | BX=Batch number | CN=Chassis number | EE=Engine number | EM=Emulsion number | IL=Invoice line number | ML=Marking/label number | PN=Part number | SC=Secondary Customs tariff number | VV=Vehicle identity number | ZZZ=Mutually defined
GIN.C208,GIN::C208 IDENTITY NUMBER RANGE,Composite used in segment GIN (Goods identity number).,SI,5,,,,,/EDIFACT/INVOIC/HEADER/SG14/GIN/C208,HEADER,SG14,0560,GIN,Goods identity number,C,5,020,COMPOSITE,C208,IDENTITY NUMBER RANGE,M,,,,
GIN.C208,GIN::C208 IDENTITY NUMBER RANGE,Composite used in segment GIN (Goods identity number).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG14/GIN/C208,HEADER,SG14,0560,GIN,Goods identity number,C,5,030,COMPOSITE,C208,IDENTITY NUMBER RANGE,C,,,,
GIN.C208,GIN::C208 IDENTITY NUMBER RANGE,Composite used in segment GIN (Goods identity number).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG14/GIN/C208,HEADER,SG14,0560,GIN,Goods identity number,C,5,040,COMPOSITE,C208,IDENTITY NUMBER RANGE,C,,,,
GIN.C208,GIN::C208 IDENTITY NUMBER RANGE,Composite used in segment GIN (Goods identity number).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG14/GIN/C208,HEADER,SG14,0560,GIN,Goods identity number,C,5,050,COMPOSITE,C208,IDENTITY NUMBER RANGE,C,,,,
GIN.C208,GIN::C208 IDENTITY NUMBER RANGE,Composite used in segment GIN (Goods identity number).,NO,5,,,,,/EDIFACT/INVOIC/HEADER/SG14/GIN/C208,HEADER,SG14,0560,GIN,Goods identity number,C,5,060,COMPOSITE,C208,IDENTITY NUMBER RANGE,C,,,,
ALC.5463,Allowance or charge qualifier,ALLOWANCE OR CHARGE QUALIFIER (in segment ALC Allowance or charge).,SI,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALC/5463,HEADER,SG15,0580,ALC,Allowance or charge,M,1,010,ELEMENT,5463,ALLOWANCE OR CHARGE QUALIFIER,M,an..3,an..3,Allowance or charge qualifier,
ALC.C552,ALC::C552 ALLOWANCE/CHARGE INFORMATION,Composite used in segment ALC (Allowance or charge).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG15/ALC/C552,HEADER,SG15,0580,ALC,Allowance or charge,M,1,020,COMPOSITE,C552,ALLOWANCE/CHARGE INFORMATION,C,,,,
ALC.4471,"Settlement, coded","SETTLEMENT, CODED (in segment ALC Allowance or charge).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALC/4471,HEADER,SG15,0580,ALC,Allowance or charge,M,1,030,ELEMENT,4471,"SETTLEMENT, CODED",C,an..3,an..3,"Settlement, coded",
ALC.1227,"Calculation sequence indicator, coded","CALCULATION SEQUENCE INDICATOR, CODED (in segment ALC Allowance or charge).",NO,1,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALC/1227,HEADER,SG15,0580,ALC,Allowance or charge,M,1,040,ELEMENT,1227,"CALCULATION SEQUENCE INDICATOR, CODED",C,an..3,an..3,"Calculation sequence indicator, coded",
ALC.C214,ALC::C214 SPECIAL SERVICES IDENTIFICATION,Composite used in segment ALC (Allowance or charge).,NO,1,,,,,/EDIFACT/INVOIC/HEADER/SG15/ALC/C214,HEADER,SG15,0580,ALC,Allowance or charge,M,1,050,COMPOSITE,C214,SPECIAL SERVICES IDENTIFICATION,C,,,,
ALI.3239,"Country of origin, coded","COUNTRY OF ORIGIN, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALI/3239,HEADER,SG15,0590,ALI,Additional information,C,5,010,ELEMENT,3239,"COUNTRY OF ORIGIN, CODED",C,an..3,an..3,"Country of origin, coded",
ALI.9213,"Type of duty regime, coded","TYPE OF DUTY REGIME, CODED (in segment ALI Additional information).",NO,5,,,,an..3,/EDIFACT/INVOIC/HEADER/SG15/ALI/9213,HEADER,SG15,0590,ALI,Additional information,C,5,020,ELEMENT,9213,"TYPE OF DUTY REGIME, CODED",C,an..3,an..3,"Type of duty regime, coded",
